timestamp,date,time,action,symbol,quantity,price,total_amount,order_type,status,profit_loss,profit_rate,balance_cash,balance_total,notes
2026-01-26T02:04:28.087508-05:00,2026-01-26,02:04:28,strategy_sell,STRATEGY,0,0,0,strategy,skipped,,,,,운영 시간 외
